feature,mean_shap,raw_feature
Context: a fundraising letter,0.0006999646835006651,context__Context_a fundraising letter
sexual,0.0007000491073002177,text__sexual
Subject: market-regulation,0.0007001886425935907,subject__market-regulation
facebook,0.0007003884502171284,text__facebook
Context: a campaign mailer,0.000701311621393237,context__Context_a campaign mailer
ted strickland,0.0007013363972892059,text__ted strickland
scientific,0.0007017757006758975,text__scientif
raise minimum,0.0007022949191136436,text__rais minimum
manufacturing jobs,0.0007034479854379581,text__manufactur job
miles,0.0007036959796745471,text__mile
first time,0.0007062302071754749,text__first time
pence,0.0007088547004069744,text__penc
says americans,0.0007100875063536342,text__say american
sector jobs,0.0007148479444405209,text__sector job
new law,0.0007156773904681158,text__new law
card,0.0007172162228534282,text__card
people come,0.0007172306507513315,text__peopl come
decision,0.0007194938060799904,text__decis
oklahoma,0.0007206077361994498,text__oklahoma
wage,0.0007226867746393386,text__wage
passed obamacare,0.0007245004227598151,text__pass obamacar
twitter,0.0007245174041292368,text__twitter
strip,0.000725026734037221,text__strip
teachers contracts,0.0007293032103227408,text__teacher contract
last week,0.0007299819902147424,text__last week
frankly,0.0007300474081335118,text__frankli
State: Kentucky,0.0007303429252587679,state__State_Kentucky
"Context: an interview on ""Fox News Sunday""",0.0007308401400041677,"context__Context_an interview on ""Fox News Sunday"""
opposition,0.0007314271151583838,text__opposit
experience,0.0007326701778420909,text__experi
texas every,0.0007370836907271749,text__texa everi
added trillion,0.0007375823139751663,text__ad trillion
became,0.0007398684759398101,text__becam
light camera,0.0007424129813094558,text__light camera
explore,0.0007424611290084707,text__explor
school graduation,0.0007441455705485185,text__school graduat
Party: independent,0.000744235671208169,party__Party_independent
rubio voted,0.0007443781654206991,text__rubio vote
convicted,0.0007447667280335161,text__convict
conclusion,0.0007459719684013048,text__conclus
press conference,0.000749586091185722,text__press confer
federal deficit,0.0007518279688238372,text__feder deficit
Subject: voting-record,0.0007540283183242199,subject__voting-record
created million,0.0007546419251380222,text__creat million
get social,0.0007566266362252275,text__get social
adults,0.0007576302635387532,text__adult
david,0.0007607445821557348,text__david
says donald,0.000762124418873013,text__say donald
properly,0.0007647466230160606,text__properli
opposed,0.0007649580821245238,text__oppos
ohio,0.000765026131491821,text__ohio
Speaker's job title: former senator,0.0007703076630740547,job__Speaker's job title_former senator
get nuclear,0.0007707222878202918,text__get nuclear
prices,0.0007722521020587175,text__price
health coverage,0.0007747771181615682,text__health coverag
Subject: technology,0.000775397739885782,subject__technology
released,0.0007755137874696434,text__releas
sen obama,0.000776157078410614,text__sen obama
hillary,0.0007766221976486802,text__hillari
vaccine,0.0007781335763972408,text__vaccin
cola,0.0007800904748422946,text__cola
committed,0.0007816406836486509,text__commit
delayed,0.0007825336731959179,text__delay
previous,0.0007838809905670515,text__previou
million surplus,0.000785334545412581,text__million surplu
says barack,0.0007864600552800907,text__say barack
secretary,0.0007879115641483323,text__secretari
social security,0.0007896408837842886,text__social secur
weve,0.0007978509946164418,text__weve
supreme court,0.00080455389289952,text__suprem court
supreme,0.0008051897178746623,text__suprem
every day,0.000805805040949672,text__everi day
strongest,0.0008072717667279559,text__strongest
obama suggested,0.0008075157689061701,text__obama suggest
Context: a TV interview,0.0008108371780043318,context__Context_a TV interview
offense,0.0008115395436237331,text__offens
water,0.0008122030569534876,text__water
leave,0.0008138157476462981,text__leav
indicate,0.0008150738563513652,text__indic
security,0.0008158312454136718,text__secur
actually,0.00081654036697654,text__actual
ohioans,0.0008218934691997372,text__ohioan
gap,0.0008222595303747555,text__gap
giant,0.000823503108450817,text__giant
romney wants,0.0008238793568520143,text__romney want
th country,0.0008256951610803264,text__th countri
care premiums,0.0008272366318627857,text__care premium
ever,0.0008288281304068211,text__ever
non partisan,0.0008290935037910305,text__non partisan
second,0.0008298092722071005,text__second
study exotic,0.000830215783468843,text__studi exot
Subject: small-business,0.0008379331432065679,subject__small-business
white,0.0008380479157759753,text__white
Subject: families,0.0008440662351462877,subject__families
social,0.0008499087741160867,text__social
Subject: energy,0.0008543293442857178,subject__energy
million could,0.0008549823136620466,text__million could
Context: an e-mail,0.0008550179105910889,context__Context_an e-mail
taxpayers expensive,0.0008559900437177199,text__taxpay expens
Context: a Twitter post.,0.0008568892867965688,context__Context_a Twitter post.
Context: a television ad.,0.0008568892867965688,context__Context_a television ad.
coast,0.000858320353665844,text__coast
drain,0.0008597640736666466,text__drain
national health,0.0008628231256473296,text__nation health
signed,0.0008646535874774612,text__sign
Context: a news story,0.0008658812853794603,context__Context_a news story
"Context: an interview on ""This Week.""",0.0008658812853794603,"context__Context_an interview on ""This Week."""
outlined,0.000869993120776414,text__outlin
"State: Washington, D.C.",0.0008732931266171607,"state__State_Washington, D.C."
hikes,0.0008763007593471934,text__hike
light,0.000876859526413249,text__light
million new,0.0008769145514066423,text__million new
tech,0.0008820253884712662,text__tech
benghazi,0.0008821869536804686,text__benghazi
"Speaker's job title: State Senator, 8th District",0.0008859883357769016,"job__Speaker's job title_State Senator, 8th District"
today,0.0008867291456950541,text__today
Subject: redistricting,0.0008909329203821472,subject__redistricting
data,0.0008910661088615068,text__data
sharia,0.0008943605168992447,text__sharia
committee,0.0008954960011949261,text__committe
obamacare exchange,0.0008958497302896286,text__obamacar exchang
twice much,0.0008982589896162694,text__twice much
mother,0.0009003629349159878,text__mother
latino,0.0009009553129922111,text__latino
last months,0.0009068097240656974,text__last month
Speaker's job title: Actor,0.0009074239977983589,job__Speaker's job title_Actor
america jobs,0.0009086680887444394,text__america job
State: South Carolina,0.0009089160182707368,state__State_South Carolina
secede,0.0009103759620901124,text__seced
homicide rate,0.0009119502888268221,text__homicid rate
obtain,0.0009126420904612706,text__obtain
hillary clinton,0.0009132311202487325,text__hillari clinton
last,0.0009141423855111802,text__last
million,0.0009155283450792025,text__million
gas prices,0.0009173632570529579,text__ga price
fear,0.0009183390644801683,text__fear
deer,0.000919405533201228,text__deer
Subject: public-safety,0.0009195349497314638,subject__public-safety
county,0.000920227662690472,text__counti
ralph,0.0009221461291202816,text__ralph
crime,0.0009223106697917299,text__crime
graduation rate,0.0009289616547057715,text__graduat rate
says supreme,0.0009294494679958133,text__say suprem
Subject: social-security,0.0009299209955765037,subject__social-security
Speaker's job title: Mayor of Portland,0.0009383468540078345,job__Speaker's job title_Mayor of Portland
gov rick,0.0009386954378749809,text__gov rick
african,0.0009392265670830016,text__african
michigan,0.0009494297972693702,text__michigan
york mayor,0.0009531653058626833,text__york mayor
endorsed,0.000957940385354667,text__endors
state high,0.0009599036315171702,text__state high
percent money,0.0009616128228119637,text__percent money
rooted,0.0009633456044386163,text__root
binge,0.0009644095712867179,text__bing
certificate,0.0009671180096925689,text__certif
met,0.0009735319167736782,text__met
barack obama,0.0009746299296749232,text__barack obama
texas children,0.0009796594885569565,text__texa children
term,0.000982036297879529,text__term
barack,0.0009842615223644169,text__barack
million study,0.0009850327845491564,text__million studi
gov,0.0009851654526286122,text__gov
Speaker's job title: U.S. House of Representatives,0.0009854578333635474,job__Speaker's job title_U.S. House of Representatives
instead,0.0009860704679788097,text__instead
solyndra,0.0009870023099007377,text__solyndra
Speaker's job title: Minority leader in the Ohio House of Representatives,0.0009887393930816245,job__Speaker's job title_Minority leader in the Ohio House of Representatives
Context: a statement posted to his website,0.0009887393930816245,context__Context_a statement posted to his website
Context: a congressional hearing,0.0009887393930816245,context__Context_a congressional hearing
population growth,0.0009909476554141054,text__popul growth
got percent,0.000992119555891476,text__got percent
says drug,0.000995078005914763,text__say drug
ranks th,0.000997890360210529,text__rank th
including president,0.0010078077879667354,text__includ presid
"Context: comments on ABC's ""This Week""",0.001018785955194848,"context__Context_comments on ABC's ""This Week"""
one every,0.0010240818676951011,text__one everi
Subject: marijuana,0.0010276007231865053,subject__marijuana
exempt,0.0010277862944876042,text__exempt
pollution,0.0010283509960812558,text__pollut
society,0.0010312432968323088,text__societi
stupid,0.0010331063165878163,text__stupid
statistics,0.0010335871670584683,text__statist
"Context: an interview on ABC's ""This Week with Christiane Amanpour""",0.0010358737535406796,"context__Context_an interview on ABC's ""This Week with Christiane Amanpour"""
Subject: congress,0.0010361757038995965,subject__congress
ballot,0.0010385731592423416,text__ballot
afghanistan,0.0010405353141731371,text__afghanistan
federal loan,0.0010408142772886377,text__feder loan
workers,0.0010411750304829643,text__worker
Subject: diversity,0.0010411983073808427,subject__diversity
corporate,0.0010413422201435661,text__corpor
special need,0.0010477721014753578,text__special need
state use,0.0010486722841130034,text__state use
youve,0.001049147819355434,text__youv
Subject: stimulus,0.0010491659679380178,subject__stimulus
tax hikes,0.0010505511463505105,text__tax hike
sexual assault,0.0010535181745513972,text__sexual assault
tax sales,0.0010548140280289013,text__tax sale
Speaker's job title: Political commentator,0.001055243215984339,job__Speaker's job title_Political commentator
news,0.0010570746509821086,text__news
Context: an opinion column.,0.001063455307406303,context__Context_an opinion column.
obama,0.001063665764067666,text__obama
